Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Other,16,0.040000000000000036,-0.14000000000000057,15,34,3,52,0.001067008809322867,0.0003981539362504019,-0.0013613100982867166,0.001361310098286661
Dialga Metang,13,0.03999999999999959,-0.18999999999999773,25,35,0,60,0.002352352352352316,-0.0004629629629629983,-0.0021544892889409084,0.0021544892889409084
Lugia Archeops,16,0.020000000000000462,0.030000000000001137,27,23,0,50,-9.147190456920695e-05,-0.00021854437033499985,0.00020179265914122002,-0.00020179265914127553
Lost Zone Box,11,0.019999999999999574,0.010000000000005116,18,16,1,35,-7.088392691734224e-05,-2.884642424649808e-05,8.749339162106295e-05,-8.749339162111847e-05
Ancient Box,12,0.010000000000000675,0.0799999999999983,29,24,0,53,-0.0005875346421737038,-0.0003035957433645993,0.0007600599855724921,-0.0007600599855726031
Roaring Moon Dudunsparce,8,0.010000000000000231,0.0799999999999983,20,16,0,36,-0.00045873583802491513,-0.0003268148104565993,0.0006376847675234609,-0.0006376847675235164
Hisuian Zoroark,3,0.010000000000000009,-0.0799999999999983,6,8,0,14,0.0017900080149613196,-0.0010285866951642991,-0.0012736419792396814,0.0012736419792396259
Gouging Fire,4,0.010000000000000009,-0.4099999999999966,3,8,0,11,0.004441374312051216,-0.0003986139107195995,-0.004358868263729443,0.004358868263729387
Tsareena,1,0.010000000000000009,0.12000000000000455,1,1,0,2,-0.0010568590150074053,-0.00013007495569319905,0.0011589821113630605,-0.001158982111363005
Raging Bolt LZ Box,2,0.010000000000000009,-0.5400000000000063,0,4,0,4,0.00563931743805518,-0.00023375409069660222,-0.005647130647130627,0.0056471306471305716
Incineroar,2,0.010000000000000009,0.010000000000005116,3,4,0,7,0.00031525851197988786,-0.000441361916771698,-6.557807069318411e-05,6.557807069318411e-05
Turbo Roaring Moon,3,0.010000000000000009,-0.030000000000001137,5,6,0,11,0.0007486631016042633,-0.0003565062388591021,-0.000574712643678088,0.0005747126436781436
Arceus,2,0.010000000000000009,0.20000000000000284,7,4,0,11,-0.001618671183888587,-0.000338791643139498,0.0018268871852298307,-0.0018268871852298307
Ting-Lu,2,0.009999999999999953,-0.11999999999999744,3,4,0,7,0.0017615009626807954,-0.0005735119413378988,-0.0015101177891875817,0.0015101177891875261
Charizard Pidgeot,31,0.009999999999999787,0.03999999999999915,66,54,3,123,-0.0002759377747457714,-8.681933074010384e-05,0.0003294214043536581,-0.00032942140435360256
Future Box,1,0.0,-0.03999999999999915,2,3,0,5,0.000423421410503666,-4.1376685065500074e-05,-0.0004042727008213287,0.00040427270082143973
Meowscarada,1,0.0,0.01999999999999602,2,3,0,5,0.00010920408423276129,-0.00031851191234549825,8.547495583793863e-05,-8.547495583788312e-05
Snorlax Stall,3,0.0,0.28000000000000114,14,1,1,16,-0.0027484399578227015,-0.00010440614682549754,0.0030262087824856065,-0.0030262087824854955
Rotom,1,0.0,-0.8000000000000043,1,3,1,5,0.0027956989247311936,0.0051612903225806,-0.005818318318318305,0.005818318318318361
Arceus Armarouge,2,0.0,0.020000000000003126,6,5,0,11,-6.9300069299726985e-06,-0.00019057519057519984,9.664602498482555e-05,-9.664602498482555e-05
Regidrago Box,1,0.0,0.0799999999999983,1,1,0,2,-0.000666285931848476,-0.00019036740909960173,0.0007920792079207928,-0.0007920792079207928
Raging Bolt Sandy Shocks,2,0.0,-0.030000000000001137,4,5,0,9,0.00044442972213476484,-0.000124219487553201,-0.0003864602514265236,0.0003864602514265236
Palkia,1,0.0,0.4099999999999966,4,2,0,6,-0.0036869448634153645,-0.0004309416074121976,0.004033071183706438,-0.004033071183706438
Arceus Regidrago,1,0.0,0.07000000000000028,2,2,0,4,-0.0003443723813350008,-0.0003443723813350008,0.0005408653846153966,-0.0005408653846153966
Miraidon,1,0.0,0.28999999999999915,3,2,0,5,-0.0026380169186782654,-0.00022106287028029852,0.002790346907993957,-0.002790346907993957
Alakazam,1,0.0,0.17999999999999972,2,2,0,4,-0.001412885999257707,-0.00043104996587530267,0.001734782386856426,-0.001734782386856537
Gengar,1,0.0,0.35999999999999943,3,2,0,5,-0.003210105307113187,-0.00045672229979249607,0.003649122807017624,-0.0036491228070175685
Giratina LZ Box,8,0.0,-0.10000000000000142,8,16,0,24,0.001141056802447027,-0.00014987611240549828,-0.0011018493144927533,0.0011018493144926977
Gardevoir,7,-0.009999999999999787,-0.020000000000003126,13,15,0,28,0.0004976245767809861,-0.0002873047795768982,-0.0003753676364747216,0.0003753676364747771
Chien-Pao Baxcalibur,15,-0.009999999999999787,0.04000000000000625,32,27,1,60,-0.00026854075941351585,-8.489353039519906e-05,0.00031972306840588605,-0.00031972306840599707
Pidgeot Control,5,-0.009999999999999787,0.02999999999999403,11,8,1,20,-0.00016428849702254666,-0.0001493045298672918,0.000249723956717407,-0.000249723956717407
Espathra Xatu,2,-0.010000000000000009,0.14999999999999858,8,3,1,12,-0.0018773466833542085,0.00034169445728970266,0.0017672424451983804,-0.0017672424451984359
Goodra LZ Box,0,-0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Roaring Moon,0,-0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Arceus Vulpix,1,-0.010000000000000009,-0.05000000000000426,2,3,0,5,0.0005360384087217396,-8.139411846099995e-05,-0.0005086908434434045,0.0005086908434434045
Charizard,2,-0.010000000000000009,-0.03999999999999915,1,3,0,4,0.0004957362031726698,-6.749460043189992e-05,-0.0004743285925276064,0.0004743285925276064
Lost Box Charizard,1,-0.010000000000000009,0.05000000000000426,4,2,0,6,-0.00034227490694938023,-0.0001109383492373002,0.00040158174032411953,-0.00040158174032411953
Miraidon Regieleki,0,-0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Future Hands,12,-0.019999999999999574,-0.03999999999999915,16,22,0,38,0.0004343317060447327,-7.557953812559887e-05,-0.00040308584123016633,0.00040308584123022184
Gholdengo,1,-0.020000000000000018,0.0799999999999983,4,1,0,5,-0.0006658961039663902,-9.474131560490567e-05,0.0007429420505201123,-0.0007429420505200568
Great Tusk Mill,1,-0.020000000000000018,0.00999999999999801,2,2,0,4,-0.0001511014071896577,-3.6950562456800756e-05,0.00017516566616632145,-0.00017516566616626594
Arceus Giratina,2,-0.029999999999999805,0.00999999999999801,5,4,0,9,-2.0543963054064918e-06,-8.53364619155042e-05,4.2821891566569015e-05,-4.2821891566513504e-05
