Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Gardevoir,40,0.08999999999999986,-0.030000000000001137,81,77,8,166,2.923425387219014e-05,0.00021509880335989634,-0.0001391658805547369,0.0001391658805547924
Dialga Metang,32,0.08999999999999986,0.030000000000001137,65,67,0,132,0.000515683230711661,-0.0008506047009624006,-8.666386430766782e-05,8.666386430755679e-05
Pidgeot Control,25,0.050000000000000266,0.01999999999999602,63,45,15,123,-0.0023149113660062004,0.0021070559610704975,0.0014638930575711084,-0.0014638930575712195
Other,26,0.040000000000000036,-0.18999999999999773,27,56,7,90,0.0007210873338630019,0.0012486688131729956,-0.0015522068728071048,0.0015522068728072158
Ting-Lu,5,0.020000000000000018,0.6700000000000017,15,11,0,26,-0.0049779523218960176,-0.0017913738459419022,0.0060151734104046395,-0.0060151734104047505
Miraidon Regieleki,4,0.020000000000000018,0.490000000000002,12,9,0,21,-0.0038010769718087034,-0.001187836553690199,0.0044589565339512305,-0.0044589565339512305
Snorlax Pidgeot,6,0.020000000000000018,-0.030000000000001137,14,14,3,31,-0.0005963699222126806,0.0009248055315470988,0.00014504014504007623,-0.00014504014504024276
Rotom,4,0.01999999999999999,-0.29999999999999716,3,5,0,8,0.0050595238095237915,-0.0020833333333333953,-0.00410019080095797,0.004100190800958137
Tinkaton,4,0.019999999999999962,-0.3299999999999983,6,11,0,17,0.003954432620701609,-0.0006542613581695996,-0.0036204005129722994,0.0036204005129722994
Incineroar,5,0.019999999999999962,-0.9899999999999949,3,11,1,15,0.007733748803333773,0.0021493064028683014,-0.009154771326122912,0.009154771326122857
Roaring Moon,5,0.010000000000000009,0.14000000000000057,19,17,1,37,-0.0018442478452134203,0.0003932587316998991,0.0016822118116714413,-0.0016822118116714413
Raging Bolt Sandy Shocks,7,0.010000000000000009,0.07000000000000028,12,11,0,23,-0.0004971479825208736,-0.00027530666768810046,0.000646013897497022,-0.0006460138974969665
Torterra,3,0.010000000000000009,0.8999999999999986,7,6,1,14,-0.01252688172043015,0.0034946236559140025,0.010622710622710585,-0.010622710622710585
Espathra,1,0.010000000000000009,-0.730000000000004,3,3,1,7,-0.0028301886792452824,0.010062893081760997,-0.002142857142857113,0.002142857142857113
Espathra Xatu,11,0.010000000000000009,0.3200000000000003,38,28,4,70,-0.004010838027554309,0.0007852173418581992,0.0037508104751587945,-0.0037508104751587945
Ancient Box,22,0.009999999999999787,0.0800000000000054,59,54,3,116,-0.0008756185174910169,7.857544552360152e-05,0.0008552669905740884,-0.0008552669905740329
Regis,1,0.0,-2.0799999999999983,0,2,0,2,0.02079002079002079,0.0,-0.02079002079002079,0.02079002079002079
Palkia,2,0.0,-0.46000000000000085,0,4,0,4,0.0048737261852015434,-0.0002658396101018999,-0.0048418259270467945,0.004841825927046739
Gholdengo,11,0.0,0.5399999999999991,44,23,0,67,-0.004152156893793335,-0.0011850671432764998,0.004931892907468316,-0.004931892907468316
Alakazam,2,0.0,0.10999999999999943,4,5,1,10,-0.0033679259284629115,0.0022947563105799006,0.0020106748555969722,-0.0020106748555969167
Future Box,5,0.0,0.02999999999999403,11,12,0,23,-1.6695048248638322e-05,-0.0002362991444429998,0.00014255484437980526,-0.00014255484437974975
Entei Iron Valiant,1,0.0,1.8999999999999986,3,1,0,4,-0.018939393939393978,0.0,0.018939393939393923,-0.018939393939393978
Scovillain,2,0.0,0.5399999999999991,5,3,1,9,-0.008603896103896114,0.003192640692640702,0.006962327134000967,-0.006962327134000912
Spidops Venomoth,1,0.0,-0.17999999999999972,1,2,0,3,0.002359985910531881,-0.0005283550545966999,-0.0021324354657688005,0.0021324354657688005
Banette Gardevoir,3,0.0,-0.8700000000000045,5,7,3,15,0.0024001332566098155,0.0062691177806716986,-0.005347593582887611,0.005347593582887722
Tsareena,1,0.0,-0.05999999999999517,2,4,0,6,0.000917281886641752,-0.0003550768593452002,-0.0007020007020007157,0.0007020007020006602
Arceus Armarouge,6,0.0,-0.1700000000000017,11,11,2,24,0.00011823390501020103,0.0016552746701434008,-0.0008963888962303379,0.0008963888962303379
Arceus,4,0.0,-0.14000000000000057,7,9,0,16,0.00180579241508122,-0.00044886418167189995,-0.0016275961086219537,0.0016275961086218982
Miraidon,1,0.0,-0.1700000000000017,0,1,0,1,0.0016480929210485051,-3.924030764410058e-05,-0.0016443410603994013,0.0016443410603994568
Giratina LZ Box,21,-0.009999999999999787,-0.00999999999999801,44,41,1,86,0.00039771064779869914,-0.00029502153489469746,-0.00026692647904758005,0.00026692647904758005
Lugia Archeops,26,-0.009999999999999787,0.0899999999999963,74,60,2,136,-0.0007040397774257245,-0.00022407668141139966,0.0008325542779427098,-0.0008325542779427098
Garchomp,0,-0.009999999999999981,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Raging Bolt LZ Box,1,-0.010000000000000009,-0.259999999999998,0,2,0,2,0.0026855650876538295,-0.00010850768030929922,-0.0026878868258178867,0.0026878868258178867
Hisuian Zoroark,1,-0.010000000000000009,-0.3299999999999983,0,3,0,3,0.0034687511291506823,-0.00019873053344099736,-0.0034539787545321277,0.0034539787545321277
Meowscarada,1,-0.010000000000000009,-0.3400000000000034,0,3,0,3,0.003549991425141452,-0.00018007202881150167,-0.0035124410124410255,0.003512441012441081
Gengar,0,-0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Arceus Regidrago,1,-0.010000000000000009,0.269999999999996,3,2,0,5,-0.002261188025414196,-0.000416169575229601,0.002539912917271403,-0.002539912917271403
Banette,1,-0.010000000000000009,0.8100000000000023,4,2,0,6,-0.007575757575757569,-0.00044563279857399996,0.007960199004975077,-0.007960199004975133
Charizard,8,-0.010000000000000009,-0.060000000000002274,12,14,3,29,-0.0005545948547476254,0.0011041530256479005,-3.818169235569879e-05,3.8181692355809815e-05
Turbo Roaring Moon,1,-0.010000000000000009,-0.0799999999999983,1,2,0,3,0.0008386571618854699,-9.24989516786004e-05,-0.000805014087746525,0.0008050140877465806
Goodra LZ Box,1,-0.010000000000000009,-0.10999999999999943,0,1,0,1,0.0011762052075277585,-4.833720030929939e-05,-0.0011764310443346804,0.0011764310443346249
Gouging Fire,1,-0.010000000000000009,0.19999999999999574,5,2,0,7,-0.0018200282236260912,-0.0002461873925677996,0.0019833490925025288,-0.0019833490925025288
Lost Box Charizard,7,-0.010000000000000009,0.01999999999999602,19,14,1,34,-0.00022771633051399398,4.957090188060023e-05,0.0002119250816198237,-0.0002119250816198237
Charizard Pidgeot,66,-0.019999999999999574,-0.18999999999999773,112,158,11,281,0.0018076108081213071,9.857446589119773e-05,-0.0019212507964385672,0.0019212507964385117
Snorlax Stall,7,-0.020000000000000018,0.0799999999999983,20,13,3,36,-0.0009662778146254936,0.00012094729039049956,0.0009865494082227366,-0.0009865494082226811
Great Tusk Mill,5,-0.020000000000000018,-0.15000000000000568,4,11,1,16,0.0010999195203958978,0.00041803893291699964,-0.0013618589423515237,0.0013618589423515237
Arceus Vulpix,2,-0.020000000000000018,-0.00999999999999801,4,4,0,8,0.00022286342355359867,-0.00012606415877779859,-0.00016676365186552022,0.00016676365186557573
Lost Zone Box,15,-0.020000000000000462,0.13999999999999346,46,32,2,80,-0.0013020833333332593,-0.0001222363945578009,0.0014039253742144098,-0.0014039253742144653
Roaring Moon Dudunsparce,10,-0.029999999999999805,-0.10000000000000142,20,25,2,47,0.0007636051721408021,0.0002507700671986017,-0.0009119484029675995,0.0009119484029674885
Arceus Giratina,8,-0.040000000000000036,-0.04999999999999716,13,15,0,28,0.0006901722319025971,-0.0002530730296456951,-0.0005933496019658868,0.0005933496019659978
Chien-Pao Baxcalibur,28,-0.05000000000000071,-0.03999999999999915,67,72,5,144,0.00025158839756961315,0.00012813884775210102,-0.0003245168082273153,0.0003245168082273153
Future Hands,28,-0.0600000000000005,0.0899999999999963,85,68,4,157,-0.0010795056457156837,0.00019230257687900126,0.0009995756934013666,-0.0009995756934012556
