Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Tsareena,57,0.3,34.85,84,153,4,241,0.6348547717842323,0.016597510373443983,0.35443037974683544,0.6455696202531646
Steelix Dodrio,5,0.03,34.78,8,15,0,23,0.6521739130434783,0.0,0.34782608695652173,0.6521739130434783
Forretress,25,0.13,34.29,36,68,1,105,0.6476190476190476,0.009523809523809525,0.34615384615384615,0.6538461538461539
Raging Bolt,16,0.08,33.33,19,36,2,57,0.631578947368421,0.03508771929824561,0.34545454545454546,0.6545454545454545
Mewtwo,1,0.01,33.33,2,4,0,6,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
United Wings,5,0.03,33.33,9,18,0,27,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Palkia Chien-Pao,1,0.01,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Blastoise,12,0.06,30.77,16,34,2,52,0.6538461538461539,0.038461538461538464,0.32,0.68
Feraligatr,23,0.12,31.11,28,60,2,90,0.6666666666666666,0.022222222222222223,0.3181818181818182,0.6818181818181818
Gengar,89,0.46,30.67,115,247,13,375,0.6586666666666666,0.034666666666666665,0.31767955801104975,0.6823204419889503
Scizor ex,3,0.02,30.0,3,7,0,10,0.7,0.0,0.3,0.7
Glimmora,7,0.04,29.63,8,19,0,27,0.7037037037037037,0.0,0.2962962962962963,0.7037037037037037
Darkrai,2,0.01,28.57,2,5,0,7,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143
Torterra,4,0.02,26.67,4,11,0,15,0.7333333333333333,0.0,0.26666666666666666,0.7333333333333333
Arcanine,15,0.08,25.93,14,40,0,54,0.7407407407407407,0.0,0.25925925925925924,0.7407407407407407
Hisuian Arcanine,3,0.02,22.22,2,6,1,9,0.6666666666666666,0.1111111111111111,0.25,0.75
Oinkologne,3,0.02,20.0,2,7,1,10,0.7,0.1,0.2222222222222222,0.7777777777777778
Magnezone,4,0.02,16.67,2,7,3,12,0.5833333333333334,0.25,0.2222222222222222,0.7777777777777778
Koraidon,4,0.02,18.18,2,9,0,11,0.8181818181818182,0.0,0.18181818181818182,0.8181818181818182
Lunatone Solrock,18,0.09,18.06,13,59,0,72,0.8194444444444444,0.0,0.18055555555555555,0.8194444444444444
Clefairy,6,0.03,14.29,2,11,1,14,0.7857142857142857,0.07142857142857142,0.15384615384615385,0.8461538461538461
Pachirisu Honchkrow,4,0.02,14.29,1,6,0,7,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571
Omastar Archeops,1,0.01,0.0,0,1,0,1,1.0,0.0,0.0,1.0
Dondozo,1,0.01,0.0,0,1,0,1,1.0,0.0,0.0,1.0
