Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Dialga Metang,29,0.07000000000000028,-0.020000000000003126,58,58,3,119,-0.00011458128345376295,0.00029795758573190195,-3.475985792567027e-05,3.475985792572578e-05
Snorlax Stall,26,0.06000000000000005,0.1600000000000037,71,52,10,133,-0.0014654187689499554,-0.00011098681024888923,0.0016426157271227648,-0.0016426157271228758
Pidgeot Control,30,0.06000000000000005,-0.0899999999999963,63,58,10,131,0.0008083442074032776,0.00015855438043631265,-0.0009490502301693349,0.0009490502301693904
Lost Zone Box,30,0.040000000000000036,0.060000000000002274,76,63,5,144,-0.0007205609696958049,0.00010466339940520125,0.0006928563825607803,-0.0006928563825607803
Lost Box Charizard,17,0.039999999999999813,0.28000000000000114,56,36,1,93,-0.0019262538089092063,-0.0008668934837131985,0.0023687374910685843,-0.0023687374910685843
Future Box,10,0.030000000000000027,-0.10000000000000142,20,24,1,45,0.00030184189171755804,0.0006277436443689992,-0.000641268286166008,0.0006412682861659524
Banette Gardevoir,7,0.030000000000000027,1.3100000000000023,31,14,2,47,-0.012393365796507183,-0.0007871709442389963,0.013389239993518154,-0.013389239993518098
Arceus,11,0.030000000000000027,-0.11999999999999744,25,22,5,52,-0.002765037297195294,0.0039652740069806985,0.0008710398310182166,-0.0008710398310183276
Miraidon,6,0.020000000000000018,-0.14000000000000057,8,12,0,20,0.00201807862097958,-0.0006726928736597998,-0.0016525937976089033,0.0016525937976088478
Incineroar,6,0.020000000000000018,-0.010000000000005116,10,15,0,25,0.0014008080450618188,-0.001290217936241199,-0.0006512112529303837,0.0006512112529304392
Gardevoir,27,0.010000000000000675,-0.1700000000000017,49,65,3,117,0.002132652746304309,-0.0004124654887431023,-0.0020179011591507923,0.0020179011591507368
Gengar,3,0.010000000000000009,0.25,6,9,1,16,-0.003399971235437893,0.000880195599022103,0.002918724741805212,-0.002918724741805101
Gouging Fire,7,0.010000000000000009,-0.5900000000000034,7,15,0,22,0.006592033667044805,-0.0007233154148378017,-0.0064068247362149,0.006406824736215011
Hisuian Zoroark,3,0.010000000000000009,0.730000000000004,12,7,1,20,-0.008451503119682346,0.0010777084515031024,0.008088402825244978,-0.008088402825244922
Tsareena,2,0.010000000000000009,-0.29999999999999716,2,5,1,8,-0.00023980815347723894,0.0031707966959765004,-0.0018315018315017695,0.001831501831501825
Snorlax Pidgeot,2,0.010000000000000009,0.240000000000002,7,6,0,13,0.00038167938931288337,-0.002785589929021004,0.0010746012035534047,-0.0010746012035532937
Charizard LZ Box,2,0.009999999999999995,-1.0300000000000011,2,4,0,6,0.011111111111111072,-0.0007936507936508012,-0.010829836198727516,0.010829836198727572
Espathra,1,0.009999999999999995,-1.3900000000000006,0,2,0,2,0.015546218487395014,-0.0016806722689075987,-0.015625,0.015625
Forretress,2,0.009999999999999995,-1.5600000000000023,0,3,2,5,-0.0021645021645021467,0.017748917748917698,-0.009705248023004986,0.009705248023004986
Hisuian Goodra,1,0.0,-8.079999999999998,0,4,0,4,0.08080808080808077,0.0,-0.08080808080808083,0.08080808080808077
Raging Bolt LZ Box,2,0.0,0.14000000000000057,6,5,0,11,-0.0008360143448530311,-0.0005073742230832998,0.0011088335071505195,-0.0011088335071505195
Klawf Electrode,2,0.0,2.3900000000000006,4,3,0,7,-0.017241379310344862,-0.006704980842911899,0.021428571428571408,-0.021428571428571463
Meowscarada,1,0.0,-0.15000000000000568,1,3,0,4,0.0016552075375604325,-0.00019805902158839817,-0.0015643705428292076,0.0015643705428292076
Raging Bolt Sandy Shocks,7,0.0,0.0799999999999983,16,15,0,31,-0.0003941237293371147,-0.00041628059998120165,0.0006155618476571534,-0.0006155618476570979
Scovillain,3,0.0,-0.14000000000000057,5,8,0,13,0.002935010482180256,-0.0015573525007487043,-0.002104994578044306,0.0021049945780442503
Regidrago Box,2,0.0,-0.7299999999999969,0,4,0,4,0.00765367137048556,-0.0003189029737702999,-0.0076039342094387785,0.007603934209438834
Spidops Venomoth,1,0.0,-0.730000000000004,0,3,0,3,0.0077927138125851725,-0.00048704461328660104,-0.007740470620613726,0.007740470620613782
