Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Lost Box Charizard,207,1.39,49.31,464,441,36,941,0.46865037194473963,0.03825717321997875,0.512707182320442,0.487292817679558
Regidrago Box,593,3.98,50.28,1335,1273,47,2655,0.47947269303201506,0.01770244821092279,0.5118865030674846,0.4881134969325153
Ting-Lu,9,0.06,50.0,24,23,1,48,0.4791666666666667,0.020833333333333332,0.5106382978723404,0.48936170212765956
Future Thorns,111,0.74,49.79,240,233,9,482,0.483402489626556,0.01867219917012448,0.507399577167019,0.492600422832981
Iron Thorns,229,1.54,49.53,532,520,22,1074,0.48417132216014896,0.020484171322160148,0.5057034220532319,0.49429657794676807
Raging Bolt Ogerpon,1551,10.4,49.42,3508,3439,151,7098,0.4845026768103691,0.02127359819667512,0.5049661724485389,0.4950338275514611
Miraidon,476,3.19,49.49,1074,1055,41,2170,0.4861751152073733,0.01889400921658986,0.5044621888210428,0.49553781117895723
Charizard Pidgeot,650,4.36,48.25,1473,1470,110,3053,0.48149361283982967,0.036030134294136915,0.5005096839959225,0.49949031600407745
Magnezone,1,0.01,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Raging Bolt Sandy Shocks,1,0.01,50.0,1,1,0,2,0.5,0.0,0.5,0.5
Steelix Dodrio,1,0.01,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Espathra,5,0.03,50.0,14,14,0,28,0.5,0.0,0.5,0.5
Palafin LZ Box,1,0.01,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Dragapult,911,6.11,48.16,1975,2005,121,4101,0.48890514508656424,0.029504998780785174,0.4962311557788945,0.5037688442211056
Pidgeot Control,294,1.97,46.81,586,599,67,1252,0.4784345047923323,0.05351437699680511,0.49451476793248944,0.5054852320675105
Roaring Moon,89,0.6,48.1,190,202,3,395,0.5113924050632911,0.007594936708860759,0.4846938775510204,0.5153061224489796
Arceus Armarouge,47,0.32,46.97,93,99,6,198,0.5,0.030303030303030304,0.484375,0.515625
Arceus Aerodactyl,15,0.1,46.75,36,39,2,77,0.5064935064935064,0.025974025974025976,0.48,0.52
Dialga Metang,201,1.35,47.02,434,472,17,923,0.5113759479956663,0.018418201516793065,0.47902869757174393,0.5209713024282561
Turbo Roaring Moon,140,0.94,47.36,278,303,6,587,0.5161839863713799,0.010221465076660987,0.4784853700516351,0.5215146299483648
Palkia,34,0.23,46.98,70,77,2,149,0.5167785234899329,0.013422818791946308,0.47619047619047616,0.5238095238095238
Chien-Pao Baxcalibur,442,2.96,46.36,916,1017,43,1976,0.5146761133603239,0.021761133603238867,0.47387480600103465,0.5261251939989653
Ogerpon,22,0.15,46.81,44,49,1,94,0.5212765957446809,0.010638297872340425,0.4731182795698925,0.5268817204301075
Luxray,52,0.35,46.47,112,125,4,241,0.5186721991701245,0.016597510373443983,0.47257383966244726,0.5274261603375527
Roaring Moon Dudunsparce,56,0.38,45.53,107,120,8,235,0.5106382978723404,0.03404255319148936,0.4713656387665198,0.5286343612334802
Giratina,3,0.02,47.06,8,9,0,17,0.5294117647058824,0.0,0.47058823529411764,0.5294117647058824
Gouging Fire,55,0.37,46.31,94,107,2,203,0.5270935960591133,0.009852216748768473,0.46766169154228854,0.5323383084577115
Clefairy,4,0.03,46.67,7,8,0,15,0.5333333333333333,0.0,0.4666666666666667,0.5333333333333333
Future Hands,243,1.63,45.45,490,566,22,1078,0.5250463821892394,0.02040816326530612,0.4640151515151515,0.5359848484848485
Sinistcha Ogerpon,61,0.41,45.72,123,144,2,269,0.5353159851301115,0.007434944237918215,0.4606741573033708,0.5393258426966292
Garchomp,15,0.1,43.4,23,27,3,53,0.5094339622641509,0.05660377358490566,0.46,0.54
Klawf Electrode,15,0.1,43.94,29,35,2,66,0.5303030303030303,0.030303030303030304,0.453125,0.546875
Greninja,280,1.88,44.26,524,638,22,1184,0.5388513513513513,0.018581081081081082,0.4509466437177281,0.5490533562822719
Other,886,5.94,43.16,1572,1961,109,3642,0.5384404173531027,0.029928610653487096,0.4449476365694877,0.5550523634305123
Arceus Regidrago,11,0.07,43.9,18,23,0,41,0.5609756097560976,0.0,0.43902439024390244,0.5609756097560976
Espathra Xatu,34,0.23,42.4,53,68,4,125,0.544,0.032,0.4380165289256198,0.5619834710743802
Feraligatr,3,0.02,43.75,7,9,0,16,0.5625,0.0,0.4375,0.5625
Raging Bolt LZ Box,15,0.1,41.67,30,39,3,72,0.5416666666666666,0.041666666666666664,0.43478260869565216,0.5652173913043478
Conkeldurr,10,0.07,43.14,22,29,0,51,0.5686274509803921,0.0,0.43137254901960786,0.5686274509803921
Blissey,165,1.11,41.18,285,384,23,692,0.5549132947976878,0.033236994219653176,0.4260089686098655,0.5739910313901345
Great Tusk Mill,75,0.5,41.25,125,169,9,303,0.5577557755775577,0.0297029702970297,0.42517006802721086,0.5748299319727891
Arceus,59,0.4,40.42,97,133,10,240,0.5541666666666667,0.041666666666666664,0.4217391304347826,0.5782608695652174
Iron Valiant Xatu,2,0.01,41.67,5,7,0,12,0.5833333333333334,0.0,0.4166666666666667,0.5833333333333334
Hisuian Samurott,5,0.03,38.89,7,10,1,18,0.5555555555555556,0.05555555555555555,0.4117647058823529,0.5882352941176471
Hisuian Zoroark,26,0.17,39.77,35,50,3,88,0.5681818181818182,0.03409090909090909,0.4117647058823529,0.5882352941176471
Miraidon Regieleki,40,0.27,40.23,70,101,3,174,0.5804597701149425,0.017241379310344827,0.4093567251461988,0.5906432748538012
Spidops Venomoth,8,0.05,40.91,9,13,0,22,0.5909090909090909,0.0,0.4090909090909091,0.5909090909090909
Lunatone Solrock,6,0.04,34.62,9,13,4,26,0.5,0.15384615384615385,0.4090909090909091,0.5909090909090909
Leafeon,1,0.01,40.0,2,3,0,5,0.6,0.0,0.4,0.6
Koraidon,2,0.01,40.0,4,6,0,10,0.6,0.0,0.4,0.6
Rotom,24,0.16,39.78,37,56,0,93,0.6021505376344086,0.0,0.3978494623655914,0.6021505376344086
Charizard,52,0.35,38.58,76,117,4,197,0.5939086294416244,0.02030456852791878,0.39378238341968913,0.6062176165803109
Future Box,28,0.19,38.89,35,55,0,90,0.6111111111111112,0.0,0.3888888888888889,0.6111111111111112
United Wings,4,0.03,38.1,8,13,0,21,0.6190476190476191,0.0,0.38095238095238093,0.6190476190476191
Incineroar,17,0.11,36.99,27,44,2,73,0.6027397260273972,0.0273972602739726,0.38028169014084506,0.6197183098591549
Blastoise,9,0.06,37.93,11,18,0,29,0.6206896551724138,0.0,0.3793103448275862,0.6206896551724138
Dipplin,123,0.82,37.11,190,311,11,512,0.607421875,0.021484375,0.37924151696606784,0.6207584830339321
Walking Wake,12,0.08,37.84,14,23,0,37,0.6216216216216216,0.0,0.3783783783783784,0.6216216216216216
Torterra,2,0.01,36.36,4,7,0,11,0.6363636363636364,0.0,0.36363636363636365,0.6363636363636364
Regis,21,0.14,33.33,24,43,5,72,0.5972222222222222,0.06944444444444445,0.3582089552238806,0.6417910447761194
Aegislash,5,0.03,35.71,5,9,0,14,0.6428571428571429,0.0,0.35714285714285715,0.6428571428571429
Torterra,7,0.05,33.33,7,13,1,21,0.6190476190476191,0.047619047619047616,0.35,0.65
Gengar,12,0.08,32.65,16,30,3,49,0.6122448979591837,0.061224489795918366,0.34782608695652173,0.6521739130434783
Scovillain,13,0.09,32.81,21,41,2,64,0.640625,0.03125,0.3387096774193548,0.6612903225806451
Tinkaton,21,0.14,31.82,28,55,5,88,0.625,0.056818181818181816,0.3373493975903614,0.6626506024096386
Charizard Arceus,1,0.01,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Alakazam,14,0.09,33.33,18,36,0,54,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Meowscarada,8,0.05,31.25,10,21,1,32,0.65625,0.03125,0.3225806451612903,0.6774193548387096
Tsareena,50,0.34,28.65,53,123,9,185,0.6648648648648648,0.04864864864864865,0.30113636363636365,0.6988636363636364
Palafin,23,0.15,28.95,22,52,2,76,0.6842105263157895,0.02631578947368421,0.2972972972972973,0.7027027027027027
Banette,18,0.12,25.86,15,41,2,58,0.7068965517241379,0.034482758620689655,0.26785714285714285,0.7321428571428571
Forretress,1,0.01,25.0,1,3,0,4,0.75,0.0,0.25,0.75
Entei,1,0.01,25.0,1,3,0,4,0.75,0.0,0.25,0.75
Arcanine,6,0.04,21.05,4,14,1,19,0.7368421052631579,0.05263157894736842,0.2222222222222222,0.7777777777777778
Arceus Charizard,5,0.03,22.22,4,14,0,18,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778
Arceus Vulpix,7,0.05,20.0,4,15,1,20,0.75,0.05,0.21052631578947367,0.7894736842105263
Raging Bolt,3,0.02,12.5,1,7,0,8,0.875,0.0,0.125,0.875
Hisuian Goodra,4,0.03,0.0,0,10,1,11,0.9090909090909091,0.09090909090909091,0.0,1.0
Spidops,1,0.01,0.0,0,3,0,3,1.0,0.0,0.0,1.0
Tyranitar,1,0.01,0.0,0,1,0,1,1.0,0.0,0.0,1.0
Kyurem,1,0.01,0.0,0,1,0,1,1.0,0.0,0.0,1.0
Glimmora,1,0.01,0.0,0,2,0,2,1.0,0.0,0.0,1.0
Snorlax,1,0.01,0.0,0,4,0,4,1.0,0.0,0.0,1.0
Dialga LZ,1,0.01,0.0,0,1,0,1,1.0,0.0,0.0,1.0
