Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Arceus Aerodactyl,10,0.29,52.63,30,27,0,57,0.47368421052631576,0.0,0.5263157894736842,0.47368421052631576
Pidgeot Control,92,2.66,50.74,207,189,12,408,0.4632352941176471,0.029411764705882353,0.5227272727272727,0.4772727272727273
Palkia,10,0.29,52.27,23,21,0,44,0.4772727272727273,0.0,0.5227272727272727,0.4772727272727273
Snorlax Stall,128,3.7,48.5,292,268,42,602,0.44518272425249167,0.06976744186046512,0.5214285714285715,0.4785714285714286
Raging Bolt Ogerpon,493,14.23,51.07,1214,1116,47,2377,0.4694993689524611,0.019772822885990745,0.5210300429184549,0.47896995708154505
Sinistcha Ogerpon,22,0.64,50.48,53,51,1,105,0.4857142857142857,0.009523809523809525,0.5096153846153846,0.49038461538461536
Giratina LZ Box,82,2.37,49.32,182,179,8,369,0.48509485094850946,0.02168021680216802,0.5041551246537396,0.49584487534626037
Ancient Box,41,1.18,49.14,86,86,3,175,0.49142857142857144,0.017142857142857144,0.5,0.5
Raging Bolt Sandy Shocks,1,0.03,50.0,1,1,0,2,0.5,0.0,0.5,0.5
Clefairy,1,0.03,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Iron Valiant,1,0.03,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Raging Bolt Palkia,1,0.03,50.0,1,1,0,2,0.5,0.0,0.5,0.5
Espathra,5,0.14,50.0,14,14,0,28,0.5,0.0,0.5,0.5
Roaring Moon,19,0.55,50.0,41,41,0,82,0.5,0.0,0.5,0.5
Gholdengo,45,1.3,48.73,96,97,4,197,0.49238578680203043,0.02030456852791878,0.49740932642487046,0.5025906735751295
Chien-Pao Baxcalibur,61,1.76,48.34,131,137,3,271,0.5055350553505535,0.01107011070110701,0.48880597014925375,0.5111940298507462
Dragapult,302,8.72,47.14,601,644,30,1275,0.5050980392156863,0.023529411764705882,0.4827309236947791,0.5172690763052209
Great Tusk Mill,13,0.38,45.65,21,23,2,46,0.5,0.043478260869565216,0.4772727272727273,0.5227272727272727
Luxray,14,0.4,46.97,31,34,1,66,0.5151515151515151,0.015151515151515152,0.47692307692307695,0.5230769230769231
Gouging Fire,27,0.78,47.66,51,56,0,107,0.5233644859813084,0.0,0.4766355140186916,0.5233644859813084
Dialga Metang,80,2.31,46.36,172,191,8,371,0.5148247978436657,0.0215633423180593,0.4738292011019284,0.5261707988980716
Ogerpon,13,0.38,46.3,25,28,1,54,0.5185185185185185,0.018518518518518517,0.4716981132075472,0.5283018867924528
Arceus,15,0.43,45.9,28,32,1,61,0.5245901639344263,0.01639344262295082,0.4666666666666667,0.5333333333333333
Greninja,117,3.38,45.42,238,277,9,524,0.5286259541984732,0.01717557251908397,0.4621359223300971,0.537864077669903
Miraidon,101,2.92,45.58,191,225,3,419,0.5369928400954654,0.007159904534606206,0.45913461538461536,0.5408653846153846
Charizard Pidgeot,135,3.9,43.93,246,296,18,560,0.5285714285714286,0.03214285714285714,0.45387453874538747,0.5461254612546126
Turbo Roaring Moon,13,0.38,44.78,30,37,0,67,0.5522388059701493,0.0,0.44776119402985076,0.5522388059701493
Dipplin,28,0.81,43.75,56,70,2,128,0.546875,0.015625,0.4444444444444444,0.5555555555555556
Alakazam,6,0.17,44.12,15,19,0,34,0.5588235294117647,0.0,0.4411764705882353,0.5588235294117647
Arceus Armarouge,8,0.23,42.31,11,14,1,26,0.5384615384615384,0.038461538461538464,0.44,0.56
Raging Bolt LZ Box,6,0.17,40.0,12,16,2,30,0.5333333333333333,0.06666666666666667,0.42857142857142855,0.5714285714285714
Iron Valiant Xatu,1,0.03,42.86,3,4,0,7,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Lunatone Solrock,1,0.03,42.86,3,4,0,7,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Roaring Moon Dudunsparce,12,0.35,41.38,24,33,1,58,0.5689655172413793,0.017241379310344827,0.42105263157894735,0.5789473684210527
Future Hands,61,1.76,41.5,105,145,3,253,0.5731225296442688,0.011857707509881422,0.42,0.58
Scovillain,4,0.12,40.91,9,13,0,22,0.5909090909090909,0.0,0.4090909090909091,0.5909090909090909
Other,138,3.98,39.62,208,307,10,525,0.5847619047619048,0.01904761904761905,0.40388349514563104,0.596116504854369
Blissey,69,1.99,38.49,97,145,10,252,0.5753968253968254,0.03968253968253968,0.40082644628099173,0.5991735537190083
Future Box,6,0.17,40.0,6,9,0,15,0.6,0.0,0.4,0.6
Miraidon Regieleki,2,0.06,36.36,4,6,1,11,0.5454545454545454,0.09090909090909091,0.4,0.6
Leafeon,1,0.03,40.0,2,3,0,5,0.6,0.0,0.4,0.6
Conkeldurr,8,0.23,40.0,16,24,0,40,0.6,0.0,0.4,0.6
Espathra Xatu,12,0.35,37.5,15,24,1,40,0.6,0.025,0.38461538461538464,0.6153846153846154
Gengar,3,0.09,36.36,4,7,0,11,0.6363636363636364,0.0,0.36363636363636365,0.6363636363636364
Arceus Regidrago,6,0.17,35.0,7,13,0,20,0.65,0.0,0.35,0.65
Charizard,18,0.52,33.33,20,39,1,60,0.65,0.016666666666666666,0.3389830508474576,0.6610169491525424
Charizard Arceus,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Torterra,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Tinkaton,3,0.09,30.0,3,6,1,10,0.6,0.1,0.3333333333333333,0.6666666666666666
Entei Iron Valiant,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Rotom,7,0.2,31.58,6,13,0,19,0.6842105263157895,0.0,0.3157894736842105,0.6842105263157895
United Wings,1,0.03,28.57,2,5,0,7,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143
Klawf Electrode,4,0.12,25.0,3,9,0,12,0.75,0.0,0.25,0.75
Meowscarada,2,0.06,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Regis,2,0.06,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Palafin,3,0.09,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Hisuian Zoroark,7,0.2,23.08,3,10,0,13,0.7692307692307693,0.0,0.23076923076923078,0.7692307692307693
Aegislash,2,0.06,20.0,1,4,0,5,0.8,0.0,0.2,0.8
Banette,9,0.26,16.0,4,21,0,25,0.84,0.0,0.16,0.84
Tsareena,4,0.12,15.38,2,11,0,13,0.8461538461538461,0.0,0.15384615384615385,0.8461538461538461
Incineroar,4,0.12,12.5,2,14,0,16,0.875,0.0,0.125,0.875
Spidops Venomoth,1,0.03,0.0,0,1,0,1,1.0,0.0,0.0,1.0
Arceus Vulpix,2,0.06,0.0,0,4,1,5,0.8,0.2,0.0,1.0
Hisuian Goodra,2,0.06,0.0,0,4,0,4,1.0,0.0,0.0,1.0
Garchomp,1,0.03,0.0,0,1,0,1,1.0,0.0,0.0,1.0
