Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Raging Bolt Ogerpon,437,14.52,51.17,1072,981,42,2095,0.4682577565632458,0.020047732696897375,0.5221626887481734,0.4778373112518266
Roaring Moon,14,0.47,51.61,32,30,0,62,0.4838709677419355,0.0,0.5161290322580645,0.4838709677419355
Ogerpon,11,0.37,50.0,22,21,1,44,0.4772727272727273,0.022727272727272728,0.5116279069767442,0.4883720930232558
Gholdengo,39,1.3,49.4,82,80,4,166,0.4819277108433735,0.024096385542168676,0.5061728395061729,0.49382716049382713
Lost Box Charizard,34,1.13,48.87,65,64,4,133,0.48120300751879697,0.03007518796992481,0.5038759689922481,0.49612403100775193
Iron Valiant,1,0.03,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Clefairy,1,0.03,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Raging Bolt Palkia,1,0.03,50.0,1,1,0,2,0.5,0.0,0.5,0.5
Giratina LZ Box,75,2.49,48.47,158,160,8,326,0.49079754601226994,0.024539877300613498,0.4968553459119497,0.5031446540880503
Gouging Fire,24,0.8,49.48,48,49,0,97,0.5051546391752577,0.0,0.4948453608247423,0.5051546391752577
Great Tusk Mill,12,0.4,46.67,21,22,2,45,0.4888888888888889,0.044444444444444446,0.4883720930232558,0.5116279069767442
Dragapult,270,8.97,47.21,541,578,27,1146,0.5043630017452007,0.02356020942408377,0.483467381590706,0.516532618409294
Luxray,12,0.4,47.54,29,31,1,61,0.5081967213114754,0.01639344262295082,0.48333333333333334,0.5166666666666667
Ancient Box,34,1.13,47.48,66,71,2,139,0.5107913669064749,0.014388489208633094,0.48175182481751827,0.5182481751824818
Dialga Metang,66,2.19,46.28,143,158,8,309,0.511326860841424,0.025889967637540454,0.4750830564784053,0.5249169435215947
Chien-Pao Baxcalibur,54,1.79,47.03,111,123,2,236,0.5211864406779662,0.00847457627118644,0.47435897435897434,0.5256410256410257
Turbo Roaring Moon,9,0.3,47.17,25,28,0,53,0.5283018867924528,0.0,0.4716981132075472,0.5283018867924528
Greninja,101,3.36,45.83,209,240,7,456,0.5263157894736842,0.015350877192982455,0.46547884187082406,0.534521158129176
Charizard Pidgeot,121,4.02,44.35,220,260,16,496,0.5241935483870968,0.03225806451612903,0.4583333333333333,0.5416666666666666
Miraidon,90,2.99,45.23,166,198,3,367,0.5395095367847411,0.008174386920980926,0.45604395604395603,0.5439560439560439
Arceus,13,0.43,44.9,22,27,0,49,0.5510204081632653,0.0,0.4489795918367347,0.5510204081632653
Arceus Armarouge,8,0.27,42.31,11,14,1,26,0.5384615384615384,0.038461538461538464,0.44,0.56
Dipplin,25,0.83,43.48,50,65,0,115,0.5652173913043478,0.0,0.43478260869565216,0.5652173913043478
Future Hands,53,1.76,42.73,97,127,3,227,0.5594713656387665,0.013215859030837005,0.4330357142857143,0.5669642857142857
Lunatone Solrock,1,0.03,42.86,3,4,0,7,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Iron Valiant Xatu,1,0.03,42.86,3,4,0,7,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Rotom,5,0.17,42.86,6,8,0,14,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Alakazam,5,0.17,42.86,12,16,0,28,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714
Raging Bolt LZ Box,6,0.2,40.0,12,16,2,30,0.5333333333333333,0.06666666666666667,0.42857142857142855,0.5714285714285714
Roaring Moon Dudunsparce,12,0.4,41.38,24,33,1,58,0.5689655172413793,0.017241379310344827,0.42105263157894735,0.5789473684210527
Other,119,3.95,40.48,185,264,8,457,0.5776805251641138,0.0175054704595186,0.41202672605790647,0.5879732739420935
Scovillain,4,0.13,40.91,9,13,0,22,0.5909090909090909,0.0,0.4090909090909091,0.5909090909090909
Blissey,67,2.23,38.71,96,143,9,248,0.5766129032258065,0.036290322580645164,0.401673640167364,0.5983263598326359
Conkeldurr,5,0.17,40.0,10,15,0,25,0.6,0.0,0.4,0.6
Leafeon,1,0.03,40.0,2,3,0,5,0.6,0.0,0.4,0.6
Future Box,6,0.2,40.0,6,9,0,15,0.6,0.0,0.4,0.6
Gengar,2,0.07,37.5,3,5,0,8,0.625,0.0,0.375,0.625
Arceus Regidrago,5,0.17,35.29,6,11,0,17,0.6470588235294118,0.0,0.35294117647058826,0.6470588235294118
Tinkaton,3,0.1,30.0,3,6,1,10,0.6,0.1,0.3333333333333333,0.6666666666666666
Torterra,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Entei Iron Valiant,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
Espathra Xatu,10,0.33,32.26,10,20,1,31,0.6451612903225806,0.03225806451612903,0.3333333333333333,0.6666666666666666
Aegislash,1,0.03,33.33,1,2,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
United Wings,1,0.03,28.57,2,5,0,7,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143
Charizard,15,0.5,27.08,13,34,1,48,0.7083333333333334,0.020833333333333332,0.2765957446808511,0.723404255319149
Meowscarada,1,0.03,25.0,1,3,0,4,0.75,0.0,0.25,0.75
Hisuian Zoroark,4,0.13,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Regis,2,0.07,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Palafin,3,0.1,25.0,2,6,0,8,0.75,0.0,0.25,0.75
Klawf Electrode,4,0.13,25.0,3,9,0,12,0.75,0.0,0.25,0.75
Tsareena,3,0.1,22.22,2,7,0,9,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778
Banette,8,0.27,17.39,4,19,0,23,0.8260869565217391,0.0,0.17391304347826086,0.8260869565217391
Incineroar,4,0.13,12.5,2,14,0,16,0.875,0.0,0.125,0.875
Arceus Vulpix,2,0.07,0.0,0,4,1,5,0.8,0.2,0.0,1.0
Hisuian Goodra,2,0.07,0.0,0,4,0,4,1.0,0.0,0.0,1.0
Spidops Venomoth,1,0.03,0.0,0,1,0,1,1.0,0.0,0.0,1.0
