Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Lost Box Charizard,275,1.51,55.25,753,572,38,1363,0.41966250917094644,0.027879677182685254,0.5683018867924529,0.4316981132075472
Charizard LZ Box,12,0.07,56.67,34,26,0,60,0.43333333333333335,0.0,0.5666666666666667,0.43333333333333335
Banette Gardevoir,64,0.35,54.19,168,129,13,310,0.4161290322580645,0.041935483870967745,0.5656565656565656,0.43434343434343436
Arceus Aerodactyl,20,0.11,54.17,52,41,3,96,0.4270833333333333,0.03125,0.5591397849462365,0.44086021505376344
Dialga LZ,1,0.01,55.56,5,4,0,9,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444
Hisuian Samurott,9,0.05,54.41,37,30,1,68,0.4411764705882353,0.014705882352941176,0.5522388059701493,0.44776119402985076
Pidgeot Control,537,2.95,50.9,1294,1066,182,2542,0.41935483870967744,0.07159716758457907,0.5483050847457627,0.4516949152542373
Arceus Giratina,683,3.75,52.37,1748,1485,105,3338,0.444877171959257,0.03145596165368484,0.5406742963192082,0.45932570368079184
Snorlax Stall,395,2.17,49.87,989,844,150,1983,0.42561775088250126,0.07564296520423601,0.5395526459356247,0.4604473540643753
Arceus Armarouge,175,0.96,52.88,441,381,12,834,0.4568345323741007,0.014388489208633094,0.5364963503649635,0.4635036496350365
Giratina LZ Box,895,4.92,52.07,2190,1901,115,4206,0.4519733713742273,0.02734189253447456,0.5353214373013933,0.4646785626986067
Arceus Vulpix,242,1.33,51.88,621,551,25,1197,0.4603174603174603,0.020885547201336674,0.5298634812286689,0.47013651877133106
Entei Iron Valiant,7,0.04,52.5,21,19,0,40,0.475,0.0,0.525,0.475
Gardevoir,801,4.4,49.96,1886,1728,161,3775,0.4577483443708609,0.042649006622516555,0.5218594355285002,0.4781405644714997
Lost Zone Box,757,4.16,50.09,1733,1618,109,3460,0.4676300578034682,0.0315028901734104,0.5171590569979111,0.4828409430020889
Lugia Archeops,1076,5.91,50.34,2579,2424,120,5123,0.4731602576615265,0.023423775131758737,0.515490705576654,0.484509294423346
Raging Bolt LZ Box,77,0.42,50.28,178,168,8,354,0.4745762711864407,0.022598870056497175,0.5144508670520231,0.48554913294797686
Gouging Fire,120,0.66,50.45,279,264,10,553,0.47739602169981915,0.018083182640144666,0.5138121546961326,0.4861878453038674
Charizard Pidgeot,2677,14.7,49.52,6335,6026,431,12792,0.4710756722951845,0.03369293308317699,0.5124989887549551,0.4875010112450449
Espathra,11,0.06,47.73,21,20,3,44,0.45454545454545453,0.06818181818181818,0.5121951219512195,0.4878048780487805
Miraidon Regieleki,55,0.3,50.0,132,127,5,264,0.4810606060606061,0.01893939393939394,0.5096525096525096,0.49034749034749037
Arceus,154,0.85,49.41,335,329,14,678,0.48525073746312686,0.02064896755162242,0.5045180722891566,0.4954819277108434
Roaring Moon Dudunsparce,615,3.38,48.91,1363,1346,78,2787,0.482956584140653,0.02798708288482239,0.5031376891842008,0.4968623108157992
Future Hands,1606,8.82,49.54,3684,3641,111,7436,0.4896449704142012,0.014927380311995697,0.5029351535836177,0.49706484641638227
Chien-Pao Baxcalibur,1537,8.44,48.87,3602,3564,205,7371,0.4835164835164835,0.027811694478361144,0.5026514094334357,0.49734859056656433
Gholdengo,399,2.19,47.85,948,950,83,1981,0.4795557799091368,0.041898031297324584,0.4994731296101159,0.5005268703898841
Snorlax Pidgeot,67,0.37,44.98,130,131,28,289,0.4532871972318339,0.09688581314878893,0.49808429118773945,0.5019157088122606
Roaring Moon,118,0.65,48.47,269,274,12,555,0.4936936936936937,0.021621621621621623,0.4953959484346225,0.5046040515653776
Dialga Metang,403,2.21,48.62,878,899,29,1806,0.49778516057585825,0.016057585825027684,0.494091164884637,0.505908835115363
Goodra LZ Box,80,0.44,48.57,187,193,5,385,0.5012987012987012,0.012987012987012988,0.4921052631578947,0.5078947368421053
Raging Bolt Sandy Shocks,216,1.19,48.35,468,485,15,968,0.5010330578512396,0.015495867768595042,0.4910807974816369,0.5089192025183631
Arceus Goodra,64,0.35,48.23,136,141,5,282,0.5,0.01773049645390071,0.49097472924187724,0.5090252707581228
Ancient Box,791,4.34,47.8,1759,1839,82,3680,0.49972826086956523,0.022282608695652174,0.48888271261812116,0.5111172873818788
Charizard Arceus,11,0.06,48.72,19,20,0,39,0.5128205128205128,0.0,0.48717948717948717,0.5128205128205128
