Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Lost Box Charizard,310,1.58,55.12,839,640,43,1522,0.4204993429697766,0.028252299605781867,0.5672751859364435,0.43272481406355645
Gengar,91,0.46,31.11,121,254,14,389,0.6529562982005142,0.03598971722365039,0.32266666666666666,0.6773333333333333
Dialga Metang,42,0.17000000000000037,-0.11000000000000654,82,89,2,173,0.0015806445600105024,-0.0004848645827508005,-0.0013597657969313115,0.0013597657969313115
Lugia Archeops,35,0.05999999999999961,0.03999999999999915,71,63,2,136,-0.00017666680248024091,-0.00024826369351129904,0.00030395877897426704,-0.00030395877897421153
Lost Box Charizard,12,0.030000000000000027,0.25,34,20,1,55,-0.0021318772074558345,-0.00037755724493390014,0.0023629052346891832,-0.0023629052346891832
Gouging Fire,8,0.030000000000000027,0.44999999999999574,22,15,0,37,-0.0030544184162888954,-0.001444261743165299,0.003828998763017899,-0.003828998763017788
Arceus Armarouge,8,0.020000000000000018,0.269999999999996,22,15,0,37,-0.0020720720720721064,-0.0006756756756755994,0.0024256385081127263,-0.002425638508112782
Garchomp,0,0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ting-Lu,4,0.010000000000000009,-0.060000000000002274,9,9,1,19,-0.0011940631625934062,0.0017520366030576995,0.000316964652571583,-0.000316964652571583
Spidops Venomoth,0,0.010000000000000009,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Miraidon Regieleki,2,0.010000000000000009,-0.3500000000000014,1,3,0,4,0.0037551864665543166,-0.0002462417355117985,-0.00369916832491457,0.0036991683249145146
Miraidon,3,0.010000000000000009,1.0600000000000023,8,4,0,12,-0.010020797882397514,-0.0005672149744754013,0.0104575163398693,-0.010457516339869355
Meowscarada,2,0.010000000000000009,-0.35999999999999943,0,3,0,3,0.0037481119585283107,-0.00019579689335600184,-0.0037091843688545345,0.003709184368854479
Lunatone Solrock,1,0.010000000000000009,2.7200000000000024,3,2,0,5,-0.02723665223665217,0.0,0.02723665223665231,-0.02723665223665217
Goodra LZ Box,3,0.010000000000000009,0.3999999999999986,11,8,0,19,-0.0032611227579780744,-0.0007745166550198017,0.003711603581456502,-0.003711603581456391
Alakazam,3,0.010000000000000009,-0.4099999999999966,4,9,1,14,0.0020548557133923673,0.0020548557133923014,-0.003434233745079396,0.0034342337450794513
Banette,2,0.010000000000000009,-0.4399999999999977,0,2,0,2,0.00456713397889863,-0.00017343546755309996,-0.0045389393215480855,0.00453893932154803
Glimmora,2,0.010000000000000002,0.10000000000000142,3,7,0,10,-0.0010010010010009784,0.0,0.001001001001001034,-0.0010010010010009784
Raging Bolt LZ Box,3,0.009999999999999953,0.13000000000000256,6,5,0,11,-0.0006469979296065964,-0.0006698331506514998,0.0009949060808659427,-0.0009949060808659982
Ancient Box,20,0.009999999999999787,-0.030000000000001137,38,42,2,82,0.00028805966501277425,1.88298742063997e-05,-0.0003048190240023674,0.0003048190240024784
Roaring Moon,2,0.0,-0.14000000000000057,4,6,0,10,0.001822696288581227,-0.0003719788344043011,-0.0016693032599939261,0.0016693032599940372
Arceus Goodra,2,0.0,-0.490000000000002,1,4,0,5,0.0051293922705785144,-0.0003045957405331985,-0.005060830935433358,0.0050608309354334136
Palkia,-1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Raging Bolt Sandy Shocks,5,0.0,0.19000000000000483,14,11,0,25,-0.0015758530243633606,-0.00035663541589390016,0.0017846053788908023,-0.0017846053788906913
Regidrago Box,1,0.0,0.0899999999999963,1,1,0,2,-0.0006794797126771224,-0.00019413706076489706,0.0008080808080808688,-0.0008080808080808133
Feraligatr,1,0.0,1.8800000000000026,4,3,0,7,-0.01718213058419238,-0.001603665521191299,0.01866028708133971,-0.01866028708133971
Arceus Vulpix,6,0.0,0.10000000000000142,20,16,0,36,-0.0004152771584960968,-0.0006049123927224995,0.0007148030059347388,-0.0007148030059347388
Rotom,1,0.0,-0.6000000000000014,0,2,0,2,0.006576576576576509,-0.0005405405405405003,-0.006553208137715094,0.006553208137715205
Snorlax Pidgeot,1,0.0,0.10999999999999943,4,4,0,8,0.001088610912316379,-0.0022578596699896064,4.857139387759446e-05,-4.857139387759446e-05
Arceus Giratina,16,0.0,0.030000000000001137,41,36,0,77,0.0004934321860293189,-0.0007481643253874001,-0.00015397771124892046,0.00015397771124892046
Arceus,4,0.0,-0.07000000000000028,8,8,1,17,-0.00014560227849808038,0.0008043638068248003,-0.0002531527758387053,0.00025315277583881635
Tinkaton,2,0.0,-0.07000000000000028,4,6,0,10,0.0011323455576801589,-0.0004273002104453003,-0.0008993298895579316,0.0008993298895579871
Torterra,2,0.0,0.779999999999994,4,3,0,7,-0.006954145156392366,-0.0008502884907379028,0.007652251222455109,-0.007652251222455053
Roaring Moon Dudunsparce,14,0.0,0.11999999999999744,33,27,0,60,-0.0006740529057903122,-0.0005628983039897978,0.000979992417576958,-0.0009799924175769026
Arceus Regidrago,1,0.0,0.28000000000000114,3,2,0,5,-0.002391065434995676,-0.0004455401431668997,0.0026923555776893204,-0.0026923555776892094
Great Tusk Mill,8,0.0,-0.14000000000000057,8,17,0,25,0.0016650752890481346,-0.0002348484187655979,-0.0015554229037842981,0.0015554229037842981
Incineroar,1,0.0,-0.2700000000000031,0,2,0,2,0.0029216036357733177,-0.00012984905047890016,-0.0029053072531333157,0.0029053072531333157
Hisuian Zoroark,3,0.0,-0.10999999999999943,5,7,0,12,0.0020308924485125113,-0.000943935926773401,-0.0015713602514176306,0.001571360251417686
Charizard LZ Box,1,0.0,-0.6799999999999997,0,1,0,1,0.006846846846846777,0.0,-0.006846846846846777,0.006846846846846777
Gengar,2,0.0,0.4399999999999977,6,7,1,14,-0.005710368466152471,0.0013230505569836945,0.004987108655616912,-0.004987108655616912
Banette Gardevoir,1,0.0,-0.5200000000000031,1,3,1,5,0.0028186139051619152,0.002413323016837998,-0.004025958418459319,0.004025958418459319
Gardevoir,17,-0.009999999999999787,-0.04999999999999716,29,32,1,62,0.0008314862297910119,-0.0004075753875441984,-0.000664167255433834,0.000664167255433723
