Deck,Count,Share,Win %,Wins,Losses,Ties,Total Games,Loss %,Tie %,Win % excl. ties,Loss % excl. ties
Snorlax Pidgeot,37,0.15,53.59,112,70,27,209,0.3349282296650718,0.1291866028708134,0.6153846153846154,0.38461538461538464
Mewtwo,1,0.0,57.14,4,3,0,7,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855
Raging Bolt Palkia,3,0.01,50.0,4,3,1,8,0.375,0.125,0.5714285714285714,0.42857142857142855
Giratina,7,0.03,52.94,18,14,2,34,0.4117647058823529,0.058823529411764705,0.5625,0.4375
Raging Bolt Sandy Shocks,4,0.02,56.25,9,7,0,16,0.4375,0.0,0.5625,0.4375
Snorlax Stall,766,3.17,50.57,1826,1500,285,3611,0.41539739684297977,0.07892550540016616,0.5490078171978352,0.45099218280216474
Banette Gardevoir,64,0.26,52.32,158,132,12,302,0.4370860927152318,0.039735099337748346,0.5448275862068965,0.45517241379310347
Giratina LZ Box,386,1.6,52.63,929,798,38,1765,0.4521246458923513,0.02152974504249292,0.5379270411117545,0.4620729588882455
Entei Iron Valiant,26,0.11,51.45,71,62,5,138,0.4492753623188406,0.036231884057971016,0.5338345864661654,0.46616541353383456
Ancient Box,704,2.91,51.16,1683,1511,96,3290,0.4592705167173252,0.02917933130699088,0.5269254852849092,0.4730745147150908
Arceus Giratina,49,0.2,51.87,111,100,3,214,0.4672897196261682,0.014018691588785047,0.5260663507109005,0.47393364928909953
Goodra LZ Box,65,0.27,51.05,146,132,8,286,0.46153846153846156,0.027972027972027972,0.5251798561151079,0.4748201438848921
Gardevoir,2944,12.17,49.34,6839,6206,815,13860,0.44776334776334775,0.0588023088023088,0.5242621694135684,0.4757378305864316
Lugia Archeops,1911,7.9,51.12,4576,4188,188,8952,0.467828418230563,0.02100089365504915,0.5221360109539023,0.47786398904609767
Regidrago Box,1316,5.44,51.09,3132,2876,122,6130,0.46916802610114194,0.019902120717781403,0.5213049267643143,0.4786950732356858
Dragapult LZ Box,499,2.06,50.4,1197,1106,72,2375,0.4656842105263158,0.03031578947368421,0.5197568389057751,0.48024316109422494
Lost Zone Box,1473,6.09,50.39,3407,3167,187,6761,0.46842183109007546,0.027658630380121285,0.5182537268025555,0.48174627319744445
Pidgeot Control,451,1.86,48.63,976,914,117,2007,0.45540607872446437,0.05829596412556054,0.5164021164021164,0.4835978835978836
Charizard Greninja,22,0.09,48.62,53,51,5,109,0.46788990825688076,0.045871559633027525,0.5096153846153846,0.49038461538461536
Raging Bolt Ogerpon,2195,9.07,49.85,5052,4876,207,10135,0.4811050814010853,0.020424272323630983,0.5088638195004029,0.4911361804995971
Turbo Roaring Moon,326,1.35,50.14,717,693,20,1430,0.4846153846153846,0.013986013986013986,0.5085106382978724,0.49148936170212765
Lost Box Charizard,383,1.58,48.89,860,838,61,1759,0.4764070494599204,0.03467879476975554,0.5064782096584217,0.49352179034157834
Dragapult Charizard,431,1.78,48.66,1013,991,78,2082,0.4759846301633045,0.037463976945244955,0.5054890219560878,0.4945109780439122
Gouging Fire,106,0.44,50.11,218,214,3,435,0.49195402298850577,0.006896551724137931,0.5046296296296297,0.49537037037037035
Future Thorns,158,0.65,49.54,322,317,11,650,0.4876923076923077,0.016923076923076923,0.5039123630672926,0.49608763693270735
Miraidon,793,3.28,49.5,1737,1712,60,3509,0.487888287261328,0.017098888572242805,0.5036242389098289,0.49637576109017106
Gholdengo,463,1.91,49.3,1062,1050,42,2154,0.48746518105849584,0.019498607242339833,0.5028409090909091,0.4971590909090909
Iron Thorns,305,1.26,49.08,694,689,31,1414,0.4872701555869873,0.021923620933521924,0.5018076644974693,0.4981923355025307
Dragapult,1290,5.33,48.6,2824,2820,167,5811,0.4852865255549819,0.028738599208397865,0.5003543586109143,0.49964564138908574
Espathra,5,0.02,50.0,14,14,0,28,0.5,0.0,0.5,0.5
Charizard Arceus,2,0.01,50.0,3,3,0,6,0.5,0.0,0.5,0.5
Magnezone,1,0.0,50.0,2,2,0,4,0.5,0.0,0.5,0.5
Toedscruel,83,0.34,48.72,171,172,8,351,0.49002849002849,0.022792022792022793,0.49854227405247814,0.5014577259475219
Iron Valiant,37,0.15,48.72,76,77,3,156,0.4935897435897436,0.019230769230769232,0.49673202614379086,0.5032679738562091
Palkia,54,0.22,48.76,118,120,4,242,0.49586776859504134,0.01652892561983471,0.4957983193277311,0.5042016806722689
Charizard Pidgeot,1270,5.25,47.89,2769,2836,177,5782,0.49048772051193357,0.030612244897959183,0.49402319357716323,0.5059768064228367
Scizor,7,0.03,48.39,15,16,0,31,0.5161290322580645,0.0,0.4838709677419355,0.5161290322580645
Garchomp,23,0.1,45.16,42,46,5,93,0.4946236559139785,0.053763440860215055,0.4772727272727273,0.5227272727272727
Dialga Metang,279,1.15,46.75,590,649,23,1262,0.5142630744849446,0.018225039619651346,0.47619047619047616,0.5238095238095238
